Name,Id,Description,Level,Power,BaseIntensity,Variance,BaseMana,BaseRangeConstant,BaseRangeMod,Boost,BoostVariance,MaxBoost,Category,ComponentLoss,CritFrequency,CritMultiplier,DamageRatio,DamageType,Destination,DotDuration,Duration,ElementalModifier,GetDamagePerTick,GetNumTicks,IconID,IsBeneficial,IsFellowshipSpell,IsHarmful,IsImpenBaneType,IsNegativeRedirectable,IsOtherNegativeRedirectable,IsPortalSpell,IsProjectile,IsResistable,IsSelfTargeted,IsTracking,LossPercent,MinDamage,MaxDamage,DispelSchool,Number,NumberVariance,MinPower,MaxPower,PowerVariance,MetaSpellType,NonComponentTargetType,NotFound,NumProjectiles,NumProjectilesVariance,PortalLifetime,Position,PowerMod,Proportion,RecoveryAmount,RecoveryInterval,School,SlayerCreatureType,SlayerDamageBonus,Source,SourceLoss,SpellEconomyMod,SpreadAngle,StatModKey,StatModType,StatModVal,TargetEffect,FizzleEffect,CasterEffect,TransferCap,TransferFlags,UpdatesMaxVitals,UpdatesRunRate,VitalDamageType,Wcid,WeenieClassId
Shock Wave I,64,Shoots a shock wave at the target. The wave does 16-31 points of bludgeoning damage to the first thing it hits.,1,1,16,15,5,30,0.7,0,0,0,BludgeoningMissile,0.01,0,0,1,Bludgeon,Undef,0,0,1,0,0,100668336,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,16,31,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],25,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1634,0
Shock Wave II,65,Shoots a shock wave at the target. The wave does 26-52 points of bludgeoning damage to the first thing it hits.,2,50,26,26,10,30,0.6,0,0,0,BludgeoningMissile,0.05,0,0,1,Bludgeon,Undef,0,0,1,0,0,100668336,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,26,52,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],50,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1634,0
Shock Wave III,66,Shoots a shock wave at the target. The wave does 42-84 points of bludgeoning damage to the first thing it hits.,3,100,42,42,15,30,0.5,0,0,0,BludgeoningMissile,0.1,0,0,1,Bludgeon,Undef,0,0,1,0,0,100668336,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,42,84,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],100,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1634,0
Shock Wave IV,67,Shoots a shock wave at the target. The wave does 52-105 points of bludgeoning damage to the first thing it hits.,4,150,52,53,20,30,0.4,0,0,0,BludgeoningMissile,0.15,0,0,1,Bludgeon,Undef,0,0,1,0,0,100668336,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,52,105,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],150,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1634,0
Shock Wave V,68,Shoots a shock wave at the target. The wave does 68-136 points of bludgeoning damage to the first thing it hits.,5,200,68,68,25,30,0.3,0,0,0,BludgeoningMissile,0.2,0,0,1,Bludgeon,Undef,0,0,1,0,0,100668336,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,68,136,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],200,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1634,0
Shock Wave VI,69,Shoots a shock wave at the target. The wave does 84-168 points of bludgeoning damage to the first thing it hits.,6,250,84,84,30,30,0.2,0,0,0,BludgeoningMissile,0.3,0,0,1,Bludgeon,Undef,0,0,1,0,0,100668336,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,84,168,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],250,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1634,0
Frost Bolt II,70,Shoots a bolt of frost at the target. The bolt does 26-52 points of cold damage to the first thing it hits.,2,50,26,26,10,30,0.6,0,0,0,ColdMissile,0.05,0,0,1,Cold,Undef,0,0,1,0,0,100668281,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,26,52,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],50,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1503,0
Frost Bolt III,71,Shoots a bolt of cold at the target. The bolt does 42-84 points of cold damage to the first thing it hits.,3,100,42,42,15,30,0.5,0,0,0,ColdMissile,0.1,0,0,1,Cold,Undef,0,0,1,0,0,100668281,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,42,84,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],100,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1503,0
Frost Bolt IV,72,Shoots a bolt of cold at the target. The bolt does 52-105 points of cold damage to the first thing it hits.,4,150,52,53,20,30,0.4,0,0,0,ColdMissile,0.15,0,0,1,Cold,Undef,0,0,1,0,0,100668281,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,52,105,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],150,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1503,0
Frost Bolt V,73,Shoots a bolt of cold at the target. The bolt does 68-136 points of cold damage to the first thing it hits.,5,200,68,68,25,30,0.3,0,0,0,ColdMissile,0.2,0,0,1,Cold,Undef,0,0,1,0,0,100668281,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,68,136,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],200,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1503,0
Frost Bolt VI,74,Shoots a bolt of cold at the target. The bolt does 84-168 points of cold damage to the first thing it hits.,6,250,84,84,30,30,0.2,0,0,0,ColdMissile,0.3,0,0,1,Cold,Undef,0,0,1,0,0,100668281,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,84,168,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],250,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1503,0
Lightning Bolt I,75,Shoots a bolt of lighting at the target. The bolt does 16-31 points of electrical damage to the first thing it hits.,1,1,16,15,5,30,0.7,0,0,0,ElectricMissile,0,0,0,1,Electric,Undef,0,0,1,0,0,100668333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,16,31,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],25,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1635,0
Lightning Bolt II,76,Shoots a bolt of lighting at the target. The bolt does 26-52 points of electrical damage to the first thing it hits.,2,50,26,26,10,30,0.6,0,0,0,ElectricMissile,0.05,0,0,1,Electric,Undef,0,0,1,0,0,100668333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,26,52,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],50,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1635,0
Lightning Bolt III,77,Shoots a bolt of lighting at the target. The bolt does 42-84 points of electrical damage to the first thing it hits.,3,100,42,42,15,30,0.5,0,0,0,ElectricMissile,0.1,0,0,1,Electric,Undef,0,0,1,0,0,100668333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,42,84,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],100,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1635,0
Lightning Bolt IV,78,Shoots a bolt of lighting at the target. The bolt does 52-105 points of electrical damage to the first thing it hits.,4,150,52,53,20,30,0.4,0,0,0,ElectricMissile,0.15,0,0,1,Electric,Undef,0,0,1,0,0,100668333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,52,105,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],150,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1635,0
Lightning Bolt V,79,Shoots a bolt of lighting at the target. The bolt does 68-136 points of electrical damage to the first thing it hits.,5,200,68,68,25,30,0.3,0,0,0,ElectricMissile,0.2,0,0,1,Electric,Undef,0,0,1,0,0,100668333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,68,136,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],200,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1635,0
Lightning Bolt VI,80,Shoots a bolt of lighting at the target. The bolt does 84-168 points of electrical damage to the first thing it hits.,6,250,84,84,30,30,0.2,0,0,0,ElectricMissile,0.3,0,0,1,Electric,Undef,0,0,1,0,0,100668333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,84,168,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],250,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1635,0
Flame Bolt II,81,Shoots a bolt of flame at the target.  The bolt does 26-52 points of fire damage to the first thing it hits.,2,50,26,26,10,30,0.6,0,0,0,FireMissile,0.05,0,0,1,Fire,Undef,0,0,1,0,0,100668276,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,26,52,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],50,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1499,0
Flame Bolt III,82,Shoots a bolt of flame at the target.  The bolt does 42-84 points of fire damage to the first thing it hits.,3,100,42,42,15,30,0.5,0,0,0,FireMissile,0.1,0,0,1,Fire,Undef,0,0,1,0,0,100668276,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,42,84,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],100,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1499,0
Flame Bolt IV,83,Shoots a bolt of flame at the target.  The bolt does 52-105 points of fire damage to the first thing it hits.,4,150,52,53,20,30,0.4,0,0,0,FireMissile,0.15,0,0,1,Fire,Undef,0,0,1,0,0,100668276,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,52,105,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],150,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1499,0
Flame Bolt V,84,Shoots a bolt of flame at the target.  The bolt does 68-136 points of fire damage to the first thing it hits.,5,200,68,68,25,30,0.3,0,0,0,FireMissile,0.2,0,0,1,Fire,Undef,0,0,1,0,0,100668276,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,68,136,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],200,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1499,0
Flame Bolt VI,85,Shoots a bolt of flame at the target.  The bolt does 84-168 points of fire damage to the first thing it hits.,6,250,84,84,30,30,0.2,0,0,0,FireMissile,0.3,0,0,1,Fire,Undef,0,0,1,0,0,100668276,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,84,168,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],250,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1499,0
Force Bolt I,86,Shoots a bolt of force at the target. The bolt does 16-31 points of piercing damage to the first thing it hits.,1,1,16,15,5,30,0.7,0,0,0,PiercingMissile,0,0,0,1,Pierce,Undef,0,0,1,0,0,100668343,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,16,31,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],25,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1667,0
Force Bolt II,87,Shoots a bolt of force at the target. The bolt does 26-52 points of piercing damage to the first thing it hits.,2,50,26,26,10,30,0.6,0,0,0,PiercingMissile,0.05,0,0,1,Pierce,Undef,0,0,1,0,0,100668343,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,26,52,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],50,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1667,0
Force Bolt III,88,Shoots a bolt of force at the target. The bolt does 42-84 points of piercing damage to the first thing it hits.,3,100,42,42,15,30,0.5,0,0,0,PiercingMissile,0.1,0,0,1,Pierce,Undef,0,0,1,0,0,100668343,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,42,84,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],100,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1667,0
Force Bolt IV,89,Shoots a bolt of force at the target. The bolt does 52-105 points of piercing damage to the first thing it hits.,4,150,52,53,20,30,0.4,0,0,0,PiercingMissile,0.15,0,0,1,Pierce,Undef,0,0,1,0,0,100668343,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,52,105,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],150,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1667,0
Force Bolt V,90,Shoots a bolt of force at the target. The bolt does 68-136 points of piercing damage to the first thing it hits.,5,200,68,68,25,30,0.3,0,0,0,PiercingMissile,0.2,0,0,1,Pierce,Undef,0,0,1,0,0,100668343,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,68,136,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],200,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1667,0
Force Bolt VI,91,Shoots a bolt of force at the target. The bolt does 84-168 points of piercing damage to the first thing it hits.,6,250,84,84,30,30,0.2,0,0,0,PiercingMissile,0.3,0,0,1,Pierce,Undef,0,0,1,0,0,100668343,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,84,168,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],250,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1667,0
Whirling Blade I,92,Shoots a magical blade at the target. The bolt does 16-31 points of slashing damage to the first thing it hits.,1,1,16,15,5,30,0.7,0,0,0,SlashingMissile,0.01,0,0,1,Slash,Undef,0,0,1,0,0,100668349,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,16,31,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],25,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1636,0
Whirling Blade II,93,Shoots a magical blade at the target. The bolt does 26-52 points of slashing damage to the first thing it hits.,2,50,26,26,10,30,0.6,0,0,0,SlashingMissile,0.05,0,0,1,Slash,Undef,0,0,1,0,0,100668349,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,26,52,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],50,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1636,0
Whirling Blade III,94,Shoots a magical blade at the target. The bolt does 42-84 points of slashing damage to the first thing it hits.,3,100,42,42,15,30,0.5,0,0,0,SlashingMissile,0.1,0,0,1,Slash,Undef,0,0,1,0,0,100668349,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,42,84,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],100,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1636,0
Whirling Blade IV,95,Shoots a magical blade at the target. The bolt does 52-105 points of slashing damage to the first thing it hits.,4,150,52,53,20,30,0.4,0,0,0,SlashingMissile,0.15,0,0,1,Slash,Undef,0,0,1,0,0,100668349,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,52,105,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],150,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1636,0
Whirling Blade V,96,Shoots a magical blade at the target. The bolt does 68-136 points of slashing damage to the first thing it hits.,5,200,68,68,25,30,0.3,0,0,0,SlashingMissile,0.2,0,0,1,Slash,Undef,0,0,1,0,0,100668349,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,68,136,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],200,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1636,0
Whirling Blade VI,97,Shoots a magical blade at the target. The bolt does 84-168 points of slashing damage to the first thing it hits.,6,250,84,84,30,30,0.2,0,0,0,SlashingMissile,0.3,0,0,1,Slash,Undef,0,0,1,0,0,100668349,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,84,168,None,0,0,0,0,0,Projectile,Creature,FALSE,1,0,0,00000001 [0 0 0],250,1,0,0,WarMagic,Invalid,1,Undef,0,1,0,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1636,0
Acid Blast III,99,Shoots three streams of acid outward from the caster. Each stream does 15-31 points of acid damage to the first thing it hits.,3,125,15,16,15,30,0.5,0,0,0,AcidBurst,0.15,0,0,1,Acid,Undef,0,0,1,0,0,100668335,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,15,31,None,0,0,0,0,0,Projectile,Creature,FALSE,3,0,0,00000001 [0 0 0],125,1,0,0,WarMagic,Invalid,1,Undef,0,1,90,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1633,0
Acid Blast IV,100,Shoots three streams of acid outward from the caster. Each stream does 20-40 points of acid damage to the first thing it hits.,4,175,20,20,20,30,0.4,0,0,0,AcidBurst,0.2,0,0,1,Acid,Undef,0,0,1,0,0,100668335,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,20,40,None,0,0,0,0,0,Projectile,Creature,FALSE,3,0,0,00000001 [0 0 0],175,1,0,0,WarMagic,Invalid,1,Undef,0,1,90,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1633,0
Acid Blast V,101,Shoots three streams of acid outward from the caster. Each stream does 26-52 points of acid damage to the first thing it hits.,5,225,26,26,25,30,0.3,0,0,0,AcidBurst,0.3,0,0,1,Acid,Undef,0,0,1,0,0,100668335,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,26,52,None,0,0,0,0,0,Projectile,Creature,FALSE,3,0,0,00000001 [0 0 0],225,1,0,0,WarMagic,Invalid,1,Undef,0,1,90,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1633,0
Acid Blast VI,102,Shoots three streams of acid outward from the caster. Each stream does 34-69 points of acid damage to the first thing it hits.,6,275,34,35,30,30,0.2,0,0,0,AcidBurst,0.4,0,0,1,Acid,Undef,0,0,1,0,0,100668335,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,34,69,None,0,0,0,0,0,Projectile,Creature,FALSE,3,0,0,00000001 [0 0 0],275,1,0,0,WarMagic,Invalid,1,Undef,0,1,90,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1633,0
Shock Blast III,103,Shoots three shock waves outward from the caster. Each wave does 15-31 points of damage to the first thing it hits.,3,125,15,16,15,30,0.5,0,0,0,BludgeoningBurst,0.15,0,0,1,Bludgeon,Undef,0,0,1,0,0,100669737,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,15,31,None,0,0,0,0,0,Projectile,Creature,FALSE,3,0,0,00000001 [0 0 0],125,1,0,0,WarMagic,Invalid,1,Undef,0,1,90,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1634,0
Shock Blast IV,104,Shoots three shock waves outward from the caster. Each wave does 20-40 points of damage to the first thing it hits.,4,175,20,20,20,30,0.4,0,0,0,BludgeoningBurst,0.2,0,0,1,Bludgeon,Undef,0,0,1,0,0,100669737,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,20,40,None,0,0,0,0,0,Projectile,Creature,FALSE,3,0,0,00000001 [0 0 0],175,1,0,0,WarMagic,Invalid,1,Undef,0,1,90,0,Undef,0,Invalid,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,1634,0
